tconst	titleType	primaryTitle	originalTitle	isAdult	startYear	endYear	runtimeMinutes	genres	synopsis
tt0301184	movie	The Ghosts of Edendale	The Ghosts of Edendale	0	2003		90	Drama,Horror,Thriller	
tt0301470	movie	Jeepers Creepers 2	Jeepers Creepers 2	0	2003		104	Horror	Tous les 23 ans, pendant 23 jours, une créature cauchemardesque surgit des entrailles de la Terre pour se nourrir d'êtres humains. Le 22e jour de ce cycle, un fermier voit son fils se faire attraper par la créature. En 2024, à quelques kilomètres, un bus qui transporte des jeunes joueurs d'une équipe de basket tombe en panne au milieu de nulle part. Les jeunes gens vont être toute la nuit la proie du Creeper.
tt0302674	movie	Gerry	Gerry	0	2002		103	Adventure,Drama,Mystery	Deux jeunes hommes nommés tous les deux Gerry s’enfoncent dans le désert californien, tout d’abord en voiture puis à pied. Au fur et à mesure que se poursuit leur errance et que s’amenuise l’espoir de retrouver leur chemin, leur amitié subit les premières difficultés...
tt0304141	movie	Harry Potter and the Prisoner of Azkaban	Harry Potter and the Prisoner of Azkaban	0	2004		142	Adventure,Family,Fantasy	
tt0304678	movie	Sex Is Comedy	Sex Is Comedy	0	2002		92	Comedy,Drama,Romance	"La réalisatrice Jeanne rencontre des difficultés sévères pendant le tournage de son nouveau film. Bien qu'il fasse froid, il faut tourner une scène de vacances d'été à la mer. 
L'acteur et l'actrice principaux se détestent et doivent s'embrasser passionnément à de nombreuses reprises. Le plus grand problème est sa propre relation troublée avec l’acteur, un jeune homme qui aime la liberté et l'énerve par ses caprices."
tt0306761	movie	Eden's Curve	Eden's Curve	0	2003		93	Drama,Romance	
tt0307987	movie	Bad Santa	Bad Santa	0	2003		92	Comedy,Crime,Drama	"Willie T. Soke et son assistant, Marcus Skidmore, un nain, sont des voleurs professionnels. Chaque année, Willie obtient un boulot dans un magasin en tant que Père Noël et Marcus en tant qu'elfe, qui agissent la nuit pour voler, utilisant Lois, l'ex-femme de Marcus comme conductrice et complice.
Marcus prend son rôle d'elfe très au sérieux tandis que Willie est un looser alcoolique accro au sexe, incapable d'assumer convenablement ses tâches de Père Noël avec les enfants. Comme chaque année, Marcus reprend contact avec Willie. Ils sont embauchés, au Soguaro Square Mall, un centre commercial de Phoenix. Dès leur arrivée, ils attirent l'attention de Gin Slagel, le chef de la sécurité des lieux. Willie rencontre Thurman Merman, un garçon amical mais extrêmement naïf et obèse qui croit que Willie est vraiment le Père Noël. Thurman est constamment intimidé par une bande de jeunes skaters. Dans un bar, Willie rencontre Sue, une femme fétichiste du Père Noël et commencent une relation. Willie est harcelé par un homme dans le bar, mais Thurman intervient. Willie ramène Thurman chez lui, où il vit avec sa grand-mère affaiblie. Thurman révèle que sa mère est morte et que son père, Roger, « explore les montagnes » - actuellement en prison pour détournement de fonds. Willie arnaque Thurman en le laissant voler la BMW 740iL de Roger.
Bob informe Gin qu'il a entendu Willie faire l'amour dans une loge et Gin commence à enquêter. Willie voit sa chambre d'hôtel faire l'objet d'une descente et emménage dans la maison de Thurman, pour le plus grand plaisir de ce dernier. Marcus est en colère contre Willie pour avoir profité de Thurman, et déclare sa désapprobation de la dépendance sexuelle de Willie quand celui-ci fait une remarque grossière sur la grand-mère de Thurman.
Gin rend visite à Roger, qui révèle indirectement que Willie habite illégalement chez Thurman. Gin rencontre Willie et Marcus au centre commercial et les emmène dans un bar. Là, il révèle qu'il a compris leur plan et leur fait du chantage pour récupérer la moitié. Le partenariat entre Willie et Marcus commence à vaciller, exacerbé lorsque Willie se présente au travail ivre et détruit le stand du Père Noël, sous le regard incrédule de Marcus et Gin.
Willie tente de se suicider en inhalant les gaz d'échappement d'un véhicule. Il donne à Thurman une lettre à remettre à la police, avouant ses méfaits et le plan prévu pour la veille de Noël. Willie remarque l'œil au beurre noir de Thurman et abandonne la tentative de suicide pour affronter les skateurs; il bat leur chef, les intimidant pour les faire fuir laissant Thurman seul.
Furieux du chantage de Gin, Marcus et Lois lui tendent un piège. Feignant d'avoir besoin de démarrer leur véhicule, Lois heurte Gin avec la voiture, et Marcus le tue par électrocution.
Willie et Thurman se préparent pour les prochaines vacances avec l'aide de Sue. La veille de Noël, Willie, Marcus et Lois cambriolent le centre commercial. Willie prend un éléphant en peluche rose que Thurman voulait pour Noël. Marcus révèle à Willie qu'il a l'intention de le tuer, las de son insouciance croissante. Au moment où Marcus s'apprête à tirer sur Willie, la police arrive en masse, informée par la lettre que Willie a donnée à Thurman. Marcus ouvre le feu et la police riposte, Willie s'enfuit. Déterminé à donner son cadeau à Thurman, il conduit la police à la maison de Thurman, ignorant les ordres des policiers, ils tirent à plusieurs reprises, mais il survit.
L'épilogue est raconté dans une lettre de Willie, en convalescence à l'hôpital. Il exprime sa gratitude à Thurman et révèle qu'il a été innocenté du vol - la fusillade d'un Père Noël non armé a embarrassé la police - et qu'il travaillera pour la police comme conseiller en sensibilité. Sue se voit accorder la tutelle sur Thurman et sa maison jusqu'à la libération de son père. Marcus et Lois sont en prison; Willie espère que Roger les évitera. Willie termine la lettre en disant à Thurman qu'il devrait bientôt quitter l'hôpital et être prêt pour son retour. Lorsque l'intimidateur en chef des skaters harcèle de nouveau Thurman, Thurman lui résiste finalement en lui donnant un coup de pied dans l'entrejambe et en s'éloignant sur son vélo en lui faisant un doigt."
tt0308383	movie	The Human Stain	The Human Stain	0	2003		106	Drama,Romance,Thriller	Accusé d'avoir tenu des propos racistes envers deux étudiants, Coleman Silk (Anthony Hopkins), brillant professeur de lettres, démissionne brutalement de son université. Déterminé à mener une guerre contre le politiquement correct, il décide d'approcher un écrivain de talent (Gary Sinise) à même de raconter son histoire.
tt0308644	movie	Finding Neverland	Finding Neverland	0	2004		106	Biography,Drama,Family	Londres, au début du XXe siècle. Le dramaturge J. M. Barrie est en manque d'inspiration. Son mariage ne va pas bien, sa dernière pièce est un désastre et il subit la pression de son producteur. Un jour, alors qu'il est dans le parc avec son chien Porthos, il rencontre Madame Sylvia Llewelyn Davies, veuve et mère de quatre garçons. Une amitié très forte naît rapidement entre James, les enfants et leur mère, et leurs jeux remplis de la plus folle imagination font bientôt naître dans l'esprit du dramaturge doux rêveur ce qui deviendra les célèbres aventures d'un garçon qui ne voulait pas grandir : Peter Pan.
tt0309820	movie	Luther	Luther	0	2003		123	Biography,Drama,History	"Martin Luther essaie d'échapper à une terrible tempête. Il promet de devenir moine si Dieu le laisse survivre. Le moine se rend à Rome pour livrer les lettres d'un prêtre et voit comment la Rome corrompue est devenue. Il achète une indulgence pour son grand-père Hendrick Luther. On lui dit: « Hendrick sera libéré du purgatoire et entrera dans les portes du ciel ». Il se rend compte que les choses ne devraient pas être ainsi et retourne en Allemagne pour parler au prêtre. Le prêtre l'envoie à Wittenberg pour faire un doctorat en théologie. Le prêtre croit que Martin sera capable de «changer d'avis et d'ouvrir les yeux» à Wittenberg. Martin va souvent à la confession et se remet en question perpétuellement. Il rend la société à percevoir les choses différemment, comme l'enterrement d'un enfant suicidaire en dehors des terres sacrées et il prêche dans une église et raconte à chacun comment ses vues envers Dieu ont changé. 
Il enseigne dans sa classe de théologie et se moque des indulgences et de l'argent que le prince Frédéric collecte. Le secrétaire du prince, Spalatin, avertit Luther qu'il devrait cesser d'embarrasser le prince parce qu'il est celui qui paie pour lui à l'université. Après avoir vu les effets de la prédication de John Tetzel, Martin Luther vient avec les 95 thèses et les cloue sur la porte de l'église. Les spectateurs prennent les thèses et utilisent une presse à imprimer pour les transformer en livres. Cela permet à chacun d'avoir une copie et ses idées se propager plus rapidement et plus facilement. Le pape Léon X pense que Martin est un moine allemand ivre qui changera ses idées quand il deviendra sobre. Spalatin dit à Luther qu'il est menacé d'excommunication et est appelé à comparaître à Augsbourg par Rome. Aleander prépare Martin et lui dit que tout ce qu'il devrait dire devant le cardinal Cajetan est qu'il se retire, mais Martin ne suit pas. Le pape Léon X ordonne que les livres de Martin soient brûlés et que Luther soit excommunié. Alors, Martin traduit le Nouveau Testament en allemand parce qu'il croit que le peuple doit être capable de comprendre les Écritures. À Worms, Martin reçoit une audience et, lorsqu'on lui demande s'il se rétracte, il demande un jour de réfléchir à sa réponse. 
Cette nuit-là, il se confesse. Le lendemain, il refuse de se retirer. Le cardinal demande que Martin soit livré à Rome, mais le prince Frédéric ne le veut pas, alors il enlève Luther et le garde dans le château de Wartburg. Quand Luther disparaît, le chaos se produit. Les gens commencent à briser l'église, et le mettent en feu. Luther, ayant abandonné l'apparence traditionnelle du moine, intervient pour que le peuple ne ruine pas l'église. Il termine la traduction du Nouveau Testament en allemand et le consacre au prince Frédéric. Il rencontre une religieuse nommée Katharina von Bora et l'épouse. Le pape Léon X meurt, laissant le Vatican endetté de 800 000 ducats. L'empereur Charles Quint appelle tous les princes à régler ce qui a commencé à Worms. Luther encourage les princes à parler. À Augsbourg, tous les princes germaniques s'opposent à Charles. Les bases de la réforme se sont imposées, et contribuent à imposer la langue populaire allemande au clergé du Saint-Empire germanique, afin de rendre la Bible accessible, comprise de tous et vivre selon sa foi première."
tt0311497	movie	Matchbox Circus Train	Matchbox Circus Train	0	1997		83	Drama	
tt0313737	movie	Two Weeks Notice	Two Weeks Notice	0	2002		101	Comedy,Romance	
tt0313792	movie	Anything Else	Anything Else	0	2003		108	Comedy,Romance	"Histoire des relations tumultueuses de Jerry avec, d'une part, Dobel son mentor paranoïaque et, d'autre part, Amanda sa petite amie névrosée.
Jerry est un jeune auteur de sketches comiques pour la télévision, découvert et exploité par Harvey, un agent minable dont il a du mal à se détacher, grugé par son psychanalyste qui répond à ses questions par une question. Il a aussi des problèmes dans son couple ; Amanda, une peste névrosée et « pseudo-frigide », lui impose sa mère et son piano chez lui , ses aventures, son tabagisme et lui vide son frigo. Heureusement, il y a Dobel, le prof des quartiers populaires, fin lettré névrosé obsédé par la Shoah, qui roule en Porsche rouge décapotable, ex-gagman lui aussi, avec qui il passe son temps libre à Central Park. Dobel va-t-il lui apprendre la liberté ?"
tt0315983	movie	House of Sand and Fog	House of Sand and Fog	0	2003		126	Crime,Drama	"Kathy Nicolo vit dans une maison en bord de mer, qui lui a été léguée par son père. La solitude la ronge : son compagnon l'a quittée et sa famille la délaisse complètement.
Un matin, deux huissiers et un policier débarquent chez Kathy avec un avis d'expulsion. Victime d'une grave erreur administrative, Kathy n'a même pas le temps de réclamer réparation que sa maison est mise aux enchères.
Massoud Amir Behrani est un ancien colonel de l'armée du shah d'Iran, qui a tout perdu en fuyant le pays. Il essaie tant bien que mal de rendre sa vie et celle de sa famille meilleures. Un jour, il découvre dans le journal qu'une maison est vendue aux enchères. Cette modeste acquisition est l'occasion pour lui d'en finir avec les emplois ingrats et d'entrevoir une vie meilleure. Il retape alors la propriété et projette de la revendre à un bon prix.
Kathy compte bien récupérer son bien, avec l'aide du shérif adjoint, Lester Burdon. Cette maison est tout ce qui lui reste. Mais Massoud ne l'entend pas de la même oreille.
Une situation dont personne ne sortira indemne."
tt0316654	movie	Spider-Man 2	Spider-Man 2	0	2004		127	Action,Adventure,Sci-Fi	"Cela fait deux ans que Peter Parker passe son temps entre ses cours, ses loisirs et à lutter contre les malfaiteurs sous l'identité de Spider-Man. Mary Jane Watson doit bientôt épouser John Jameson, le fils de J. Jonah Jameson (le rédacteur en chef du Daily Bugle). Harry Osborn cherche toujours à se venger de l'homme-araignée qu'il tient pour responsable de la mort de son père, Norman Osborn. Peter ne parvient pas à retrouver un équilibre de vie, car il arrive en retard à presque tous ses cours et a du mal à gagner de l'argent pour payer son loyer.
Dans le cadre d'un projet financé par Oscorp, Harry invite Peter à rencontrer le docteur Otto Octavius qui, persuadé d'avoir découvert une source d'énergie aussi puissante et renouvelable à volonté, semblable au soleil, a mis au point des bras mécaniques qui permettent de manipuler à distance la fusion. Quelques jours plus tard, Octavius présente son invention à plusieurs personnes, dont Peter et Harry. Mais l'expérience tourne au désastre et Rosie, la femme d'Octavius, meurt causé par des débris de verre, tandis que ce dernier reçoit une décharge électrique, subit une fusion de ses bras avec son corps et perd connaissance. Spider-Man arrive à stopper la catastrophe de justesse, sauve la vie de Harry, mais celui-ci est désormais ruiné à la suite de l'échec d'Octavius. Il se met à élaborer un plan pour se venger de Spider-Man, qui, selon lui, l'a humilié en le sauvant.
Alors qu'Octavius doit être opéré afin que ses bras mécaniques lui soient retirés, il tue involontairement les chirurgiens et s'échappe de l'hôpital. Désormais contrôlé mentalement par les bras, il décide de tout mettre en œuvre pour améliorer sa création. Il se rend à une banque accomplir un casse, alors que tante May et Peter y sont en rendez-vous. Le jeune homme enfile son costume de Spider-Man et combat Octopus qui enlève tante May. Il la sauve de justesse, mais le scientifique parvient à s'enfuir.
Cependant, par lassitude vis-à-vis de son rôle de Spider-Man, il perd momentanément à plusieurs reprises ses pouvoirs. Après avoir déçu Mary-Jane pour avoir une fois de plus manqué sa pièce et subi la colère de Harry qui le soupçonne de couvrir celui qu'il tient pour responsable de la mort de son père, il découvre également que Mary-Jane est sur le point de se marier avec le fils de Jameson. Perdu, après s'être rendu compte que ses pouvoirs semblent disparaitre et fatigué de voir sa vie échouer à cause de Spider-Man, Peter décide d'arrêter d'être un super-héros et jette son costume dans une poubelle (il sera récupéré quelques jours plus tard par Jameson qui l'exposera comme trophée dans son bureau). Dès lors, Peter redevient un élève studieux, parvient à retrouver un équilibre de vie correct et tente de rattraper le temps perdu avec Mary-Jane, pourtant déjà fiancée. Il éprouve d'ailleurs le besoin d'avouer à sa tante May de lui faire part du lourd secret qui le hante. Il raconte tout ce qui s'est passé exactement le soir du meurtre de l'Oncle Ben, et pourquoi sa responsabilité y est engagée. Hélas, le fait d'avoir abandonné son costume de Spider-Man n'a fait qu'augmenter le nombre de crimes, ce qui inquiètent les habitants de New York.
Plus tard, Tante May remercie Peter de lui avoir avouée la vérité. Après avoir pris conscience de l'affection que nombre de personnes portent à Spider-Man, et après ne pas avoir pu sauver tout le monde dans un incendie (il est parvenu à sauver au péril de sa vie une petite fille sans ses pouvoirs), Peter commence à remettre en cause son choix d'avoir abandonné son rôle de super-héros. Pendant ce temps, Octavius et Harry passent un accord: en échange du Titrium, le second demande au premier de lui livrer Spider-Man vivant.
Alors que Mary Jane invite Peter à boire un verre afin de lui parler de leur relation, elle est enlevée par le docteur Octopus qui demande à Peter de trouver Spider-Man. Ayant retrouvé pleinement ses pouvoirs, Peter reprend en douce son costume à Jameson et part sauver MJ. Un violent combat contre Octopus s'engage sur un train, mais celui-ci finit par s'échapper et laisse Peter arrêter le train qu'il a rendu incontrôlable. Ayant dû enlever son masque, de nombreux passagers découvrent son visage mais, reconnaissants et heureux de le retrouver, jurent de n'en parler à personne et lui rendent le masque. Octopus revient brusquement, assomme Spider-Man et l’emmène auprès Harry.
Ce dernier retire le masque de Spider-Man et découvre, avec effarement, qu'il s'agit de Peter. Après avoir pu convaincre Harry de dire où se trouve Octopus et appris sa volonté de réitérer l'expérience dramatique du début du film, Peter va à l'entrepôt délabré, affronte Octopus et sauve MJ qui découvre, à son tour, que Peter est Spider-Man. Ce dernier parvient à raisonner Octavius sur la folie de son expérience qui évolue de la même manière que la première fois et menace maintenant la ville de New-York et le monde. Le savant reprend le contrôle de ses bras et se sacrifie en noyant la source d'énergie incontrôlable dans le fleuve. Peter avoue alors à Mary Jane ses sentiments, mais lui dit qu'ils ne pourront jamais être ensemble, car son rôle de justicier passera toujours avant elle.
Pendant ce temps, Harry est chez lui et a des hallucinations de son père qui l'incite de se venger. Pris de folie, il lance la dague qu'il tenait dans le miroir de son salon et découvre le laboratoire caché de son père truffé de techniques de pointe et son costume de Bouffon Vert.
Le lendemain, Mary Jane doit se marier, mais finalement, renonce au dernier moment. Elle va chez Peter et lui dit qu'elle est prête à accepter son rôle de justicier, qu'elle l'aime et que c'est désormais son tour de veiller sur lui. Peter et MJ finissent par s'embrasser. Une sirène de police retentit dehors, Peter enfile sa tenue de Spider-Man et laisse une Mary-Jane pensive qui attend impatiemment son retour."
tt0316824	movie	In Enemy Hands	In Enemy Hands	0	2004		94	Action,Drama,Thriller	
tt0316829	movie	The Sea Is Watching	Umi wa miteita	0	2002		119	Drama,Romance	"Japon, fin de la période Edo. Ihara Fusanosuke, un jeune samouraï trouve refuge dans un bordel d'un quartier de prostitution à Edo après avoir mortellement tiré son sabre lors d'une soirée arrosée. Oshin, une jeune prostituée, le fait passer pour un de ses clients lorsque les autorités à la poursuite du jeune homme fouillent les lieux. Attiré par elle, Ihara se met à lui rendre visite régulièrement dans les mois qui suivent. Oshin tombe amoureuse et pour lui, décide de se purifier le corps. Elle est aidée en cela par Kikuno, une prostituée plus âgée, d'Okichi et d'Osone qui se partagent ses clients. Mais un jour Ihara vient leur annoncer la fin de son bannissement de la maison de son père et son mariage.
Après la désillusion, la vie reprend son cours dans la maison close. Oshin tombe à nouveau amoureuse de Ryōsuke, un jeune homme rebelle, devenu orphelin à l'âge de cinq ans et que la vie n'a pas épargné. Kikuno a repris la direction de l'établissement depuis que la patronne, tombée malade, est en cure. Ses deux principaux clients sont Zenbei, un veuf affable d'une soixantaine d'années qui souhaite qu'elle s'installe chez lui et un yakuza aux manières brutales qui veut qu'elle travaille pour lui.
Lorsqu'un ouragan se déchaine, c'est la panique dans le quartier de prostitution. Les pluies sont diluviennes et le vent emporte tout. Le fleuve Sumida est en crue et la marée est montante, les eaux envahissent les rues. Piégées, Kikuno et Oshin doivent se réfugier sur le toit de la maison. Ryōsuke vient à leur secours dans une barque qui prend l'eau et seule Oshin peut monter dedans et être sauvée. Kikuno se sacrifie, confie ses économies à Oshin et reste seule sur un toit entourée par les eaux, sous le ciel constellé."
tt0317248	movie	City of God	Cidade de Deus	0	2002		130	Crime,Drama	
tt0317648	movie	Hidalgo	Hidalgo	0	2004		136	Action,Adventure,Biography	Chaque année, depuis des siècles, se déroule « l'Océan de Feu », une course de survie de 5000 km à travers le désert arabe dans la région du Nejd. En 1890, pour la première fois de l'histoire, le richissime cheikh Riyadh invite un Américain et son cheval, Hidalgo, à participer à la grande course. Frank T. Hopkins, cow-boy et messager de la cavalerie américaine, est considéré comme le plus grand cavalier de l'Ouest américain. Le cheikh désire opposer le cow-boy et son mustang aux plus grands chevaux arabes et aux meilleurs cavaliers bédouins et arabes. Certains parmi eux sont bien décidés à empêcher l'étranger de finir la course.
tt0317676	movie	House of the Dead	House of the Dead	0	2003		90	Action,Adventure,Horror	Venu sur une île isolée dans le but de participer à une rave party, un groupe de jeunes découvre rapidement que l'île est peuplée de zombies.
tt0317705	movie	The Incredibles	The Incredibles	0	2004		115	Action,Adventure,Animation	"Dans un monde où les super-héros sont monnaie courante, l'un des plus célèbres d'entre eux, M. Indestructible, passe une journée ordinaire, stoppant des braqueurs en fuite, sauvant un chat coincé dans un arbre et gérant même (maladroitement) Buddy, un fan un peu trop impliqué, croisant au passage quelques collègues comme Elastigirl et Frozone.
Il empêche même un homme de se suicider et un braqueur français nommé Folamour de cambrioler une banque. Après avoir empêché un monorail de s'écraser à la suite de la destruction de la voie par une bombe, il arrive (avec un peu de retard) à son mariage avec Elastigirl, qui veut des explications sur son retard et lui demande de s'impliquer dans leur future vie de couple plus sérieusement, ce qu'il accepte, confiant dans l'avenir.
Malheureusement, l'incident du monorail met le feu aux poudres et déclenche une réaction en chaine. L'opinion publique se retourne contre les Super-Héros en raison des dommages collatéraux causés par leurs actions et après plusieurs procès, alors le gouvernement crée un programme qui force les super-héros à retourner à la vie civile sous leurs identités secrètes, rendant les actes super héroïques illégaux.
Quinze ans plus tard, Bob et Helen Parr — anciennement connus sous les noms de M. Indestructible et d'Elastigirl — ont maintenant trois enfants, Violette, Flèche et Jack-Jack, et vivent dans une petite maison de banlieue à Métroville. Même s'il aime sa famille, Bob s'ennuie ferme dans la routine de sa vie de banlieusard de classe moyenne et de son travail d'employé de bureau dans une insipide compagnie d'assurances frauduleuse. Avec son meilleur ami Lucius Best, anciennement connu sous le nom de Frozone, il en vient même à jouer les justiciers illégalement pour se rappeler les jours heureux. Un soir, ils auraient même sauver des gens d’un immeuble incendié.
Un jour, son superviseur l'empêche d'intervenir pendant un racket. Bob perd son sang-froid, le blesse, et se fait renvoyer. De retour chez lui, il reçoit un message d'une femme qui se fait appeler Mirage, qui lui donne la mission de détruire un robot intelligent et autonome hors de contrôle, l'Omnidroïde 9000, sur l'île tropicale de Nomanisan. Bob, plus qu'heureux de redevenir enfin M. Indestructible, accepte la mission sans en avertir sa famille. Il se rend sur l'île, trouve le robot, le combat et le désactive en le faisant détruire sa propre source d'alimentation.
M. Indestructible trouve l'intervention, ainsi que la grosse somme qu'il reçoit, rajeunissante. Ses relations avec sa famille s'améliorent et il récupère sa silhouette d'antan au cours des deux mois qui suivent. En voyant une déchirure dans son costume (causée par l’Omnidroïde lui-même), il rend visite à la costumière pour super-héros Edna Mode, amie de la famille, pour qu'elle le rafistole. Pensant qu'Helen sait ce que Bob fait, Edna crée également de nouveaux costumes pour toute la famille.
Ce n’est qu’une fois envoyé une nouvelle fois sur Nomanisan, M. Indestructible découvre que Mirage travaille pour Buddy Pine, l'ancien fan de lui qu'il avait froidement rejeté plus jeune. Devenu Syndrome, il est le créateur des Omnidroïdes et a engagé plusieurs super-héros au fil des ans pour les combattre afin de les peaufiner, ce qui en a fait tuer beaucoup (dont Gazerbeam, qu'on peut apercevoir au mariage des Parr et Gamma Jack, anciens amis de Mr. Indestructible). M. Indestructible échappe de justesse à son ennemi en fuyant une explosion qui lui permet de passer pour mort.
Helen rend visite à Edna et apprend les manigances de Bob. Elle active une balise GPS qu'Edna avait glissé dans la combinaison de M. Indestructible (comme dans tous les super-costumes qu'elle a fabriqués pour la famille), ce qui le fait capturer accidentellement alors qu'il s'infiltrait dans la base de Syndrome.
Regrettant son geste maladroit, Elastigirl emprunte un jet privé pour se diriger à Nomanisan. Elle découvre ensuite que Violette et Flèche ont fugué de la maison et ont embarqué avec elle, laissant Jack-Jack avec une babysitter. Les transmissions radio d'Elastigirl sont remarquées par Syndrome, qui envoie un missile pour l'éliminer. L'avion est détruit, mais Elastigirl et les enfants survivent et arrivent sur l'île grâce à leurs pouvoirs.
Helen s'infiltre dans la base et découvre le plan de Syndrome. Quand elle voit que Syndrome est indifférent lorsque sa vie est en danger, Mirage libère M. Indestructible et l'informe que sa famille a survécu et est sur l'île. Helen arrive et part avec M. Indestructible pour retrouver leurs enfants, qui sont chassés par les gardes de Syndrome, qu'ils ont su tenir éloignés assez longtemps avant que leurs parents n'arrivent.
Mais un Syndrome subterfuge finit par les capturer tous et les emprisonne. Son plan ultime est d'envoyer le dernier modèle d'Omnidroïde à Métroville pour y semer terreur et désolation, tout en le contrôlant pour donner l'impression de le vaincre et devenir un héros aux yeux des gens. Il compte ensuite vendre ses inventions aux gens pour que tout le monde soit ""super"", et que finalement, personne ne le soit plus.
L'Omnidroïde est envoyé à Métroville tandis que Syndrome s'y rend en jet, commençant son petit numéro après avoir laissé sa création semer la panique. Les Indestructibles s'échappent dans une fusée jusqu'à Métroville grâce à l'aide de Mirage.
À cause de son programme, l'Omnidroïde reconnaît Syndrome (son propre créateur) comme une menace et lance un laser sur la télécommande qui se trouvait sur son poignet. Ce dernier perd la télécommande et ne peut donc plus contrôler le robot, qui l'assomme. Les Indestructibles et Frozone combattent l'Omnidroïde avec difficulté, jusqu'à ce qu'Elastigirl trouve la télécommande et permette à M. Indestructible d'utiliser une des pinces du robot propulsée pour le détruire.
De retour chez eux, ils retrouvent Syndrome, qui prévoit d'enlever Jack-Jack et de faire de lui son acolyte pour pouvoir prendre sa revanche sur eux. Alors que Syndrome vole jusqu'à son jet, les super-pouvoirs de Jack-Jack commencent alors à se manifester et il tombe des bras de son ravisseur en plein vol après lui avoir fait passer un sale quart d'heure.
Elastigirl le rattrape et alors que Syndrome arrive dans son avion, M. Indestructible lui lance sa voiture, ce qui fait qu'il se fait aspirer par la turbine du jet privé à cause de sa cape (Edna Mode avait précédemment indiqué les dangers d'avoir un costume avec une cape, en rappelant à Bob la liste des super-héros morts à cause de celle-ci), ce qui le tue et fait exploser l'avion, ainsi que la maison des Parr.
Trois mois plus tard, les Indestructibles croisent la route d'un super-vilain nommé Le Démolisseur. Ils enfilent alors leurs masques de super-héros, prêts à affronter cette nouvelle menace en famille."
tt0318034	movie	Russian Ark	Russkiy kovcheg	0	2002		99	Drama,Fantasy,History	
tt0318649	movie	Sahara	Sahara	0	2005		124	Action,Adventure,Comedy	Accompagné de son inséparable partenaire Al Giordino et du docteur Eva Rojas, une médecin de l'OMS, Dirk Pitt se lance dans une chasse au trésor qui va les conduire dans les régions les plus reculées du Sahara, sur les traces du CSS Texas, un cuirassé confédéré mystérieusement disparu en 1864 avec sa cargaison secrète et d'une mystérieuse maladie décimant les habitants du Nigeria et du Mali.
tt0318974	movie	The Alamo	The Alamo	0	2004		137	Drama,History,War	"Cette œuvre s'inspire du siège de Fort Alamo, durant lequel 187 Américains luttant pour l'indépendance du Texas alors territoire mexicain, et comptant dans leurs rangs Davy Crockett et Jim Bowie, furent massacrés par les troupes régulières du général Santa Anna.
Le film se conclut sur la victoire texane à la bataille de San Jacinto, ouvrant la voie à l'indépendance du pays."
